VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,E.V_Type,Electric Range,Base MSRP,Vehicle Location
WBA8E1C50J,King,Seattle,WA,98125.0,2018,BMW,330E,PHEV,14.0,45600.0,POINT (-122.304356 47.715668)
WA1F2AFY6M,King,Kirkland,WA,98033.0,2021,AUDI,Q5 E,PHEV,18.0,0.0,POINT (-122.1925969 47.676241)
7FCTGBAAXP,Clark,Vancouver,WA,98685.0,2023,RIVIAN,R1T,BEV,0.0,0.0,POINT (-122.688741 45.711311)
JTDKN3DP6F,King,Seattle,WA,98133.0,2015,TOYOTA,PRIUS PLUG-IN,PHEV,6.0,0.0,POINT (-122.342434 47.736655)
7SAXCBE51N,King,Auburn,WA,98001.0,2022,TESLA,MODEL X,BEV,0.0,0.0,POINT (-122.2651204 47.3164638)
JTDKARFP5L,King,Shoreline,WA,98177.0,2020,TOYOTA,PRIUS PRIME,PHEV,25.0,0.0,POINT (-122.3691687 47.7403542)
5YJSA1H20F,King,Bellevue,WA,98004.0,2015,TESLA,MODEL S,BEV,208.0,0.0,POINT (-122.202397 47.619252)
5YJSA1E52N,King,Bellevue,WA,98004.0,2022,TESLA,MODEL S,BEV,0.0,0.0,POINT (-122.202397 47.619252)
WMW13DJ07N,King,Des Moines,WA,98198.0,2022,MINI,HARDTOP,BEV,0.0,0.0,POINT (-122.3145447 47.3984346)
KNDC3DLC1R,Clark,Vancouver,WA,98682.0,2024,KIA,EV6,BEV,0.0,0.0,POINT (-122.5286031 45.6686601)
1N4BZ0CP4G,King,Sammamish,WA,98074.0,2016,NISSAN,LEAF,BEV,84.0,0.0,POINT (-122.0430602 47.6259676)
KM8K53AG3P,Clark,Vancouver,WA,98662.0,2023,HYUNDAI,KONA ELECTRIC,BEV,0.0,0.0,POINT (-122.579351 45.671668)
KNDC3DLC3N,King,Sammamish,WA,98074.0,2022,KIA,EV6,BEV,0.0,0.0,POINT (-122.0430602 47.6259676)
WA1F2AFY2M,King,Bellevue,WA,98008.0,2021,AUDI,Q5 E,PHEV,18.0,0.0,POINT (-122.1197677 47.6103472)
WA1LAAGE2K,King,Bellevue,WA,98007.0,2019,AUDI,E-TRON,BEV,204.0,0.0,POINT (-122.1436732 47.6157551)
1G1FX6S02H,Snohomish,Lake Stevens,WA,98258.0,2017,CHEVROLET,BOLT EV,BEV,238.0,0.0,POINT (-122.0816912 48.0122934)
JHMZC5F14J,King,Seattle,WA,98112.0,2018,HONDA,CLARITY,PHEV,47.0,0.0,POINT (-122.300312 47.629782)
7FCTGAAA5P,King,Seattle,WA,98125.0,2023,RIVIAN,R1T,BEV,0.0,0.0,POINT (-122.304356 47.715668)
3FMTK2SUXP,King,Kent,WA,98031.0,2023,FORD,MUSTANG MACH-E,BEV,0.0,0.0,POINT (-122.201564 47.402358)
5YJSA1E27F,Clark,Vancouver,WA,98664.0,2015,TESLA,MODEL S,BEV,208.0,0.0,POINT (-122.575383 45.620105)
1N4BZ1DV4M,King,Burien,WA,98168.0,2021,NISSAN,LEAF,BEV,0.0,0.0,POINT (-122.297205 47.486649)
KNDAEFS58R,King,Seattle,WA,98125.0,2024,KIA,EV9,BEV,0.0,0.0,POINT (-122.304356 47.715668)
WA1LAAGEXK,King,Bellevue,WA,98006.0,2019,AUDI,E-TRON,BEV,204.0,0.0,POINT (-122.144149 47.560742)
YV4ED3UR3M,Kitsap,Bainbridge Island,WA,98110.0,2021,VOLVO,XC40,BEV,0.0,0.0,POINT (-122.5305071 47.6400595)
WB523CF0XR,King,Bellevue,WA,98005.0,2024,BMW,IX,BEV,0.0,0.0,POINT (-122.167394 47.614119)
WB523CF09P,King,Kirkland,WA,98034.0,2023,BMW,IX,BEV,0.0,0.0,POINT (-122.2026532 47.7210518)
WP0AB2Y13P,King,Kirkland,WA,98034.0,2023,PORSCHE,TAYCAN,BEV,0.0,0.0,POINT (-122.2026532 47.7210518)
JTMABABA7P,King,Shoreline,WA,98133.0,2023,SUBARU,SOLTERRA,BEV,0.0,0.0,POINT (-122.342434 47.736655)
1V2WNPE88P,King,Kirkland,WA,98033.0,2023,VOLKSWAGEN,ID.4,BEV,0.0,0.0,POINT (-122.1925969 47.676241)
JHMZC5F18J,Clark,Vancouver,WA,98685.0,2018,HONDA,CLARITY,PHEV,47.0,0.0,POINT (-122.688741 45.711311)
3FMTK2SU9P,Thurston,Olympia,WA,98501.0,2023,FORD,MUSTANG MACH-E,BEV,0.0,0.0,POINT (-122.8733203 47.0133209)
7PDSGABL9P,Clark,Camas,WA,98607.0,2023,RIVIAN,R1S,BEV,0.0,0.0,POINT (-122.4220033 45.6092439)
WBY53EJ09P,King,Seattle,WA,98104.0,2023,BMW,I7,BEV,0.0,0.0,POINT (-122.3276518 47.6018349)
YV4BC0PM5H,King,Redmond,WA,98052.0,2017,VOLVO,XC90,PHEV,14.0,0.0,POINT (-122.1207376 47.6705374)
7SAXCBE59R,King,Kirkland,WA,98033.0,2024,TESLA,MODEL X,BEV,0.0,0.0,POINT (-122.1925969 47.676241)
1G1FW6S02P,Jefferson,Port Townsend,WA,98368.0,2023,CHEVROLET,BOLT EV,BEV,0.0,0.0,POINT (-122.7862046 48.1129794)
1G1FY6S00K,King,Bellevue,WA,98006.0,2019,CHEVROLET,BOLT EV,BEV,238.0,0.0,POINT (-122.144149 47.560742)
7PDSGABAXR,King,Bellevue,WA,98005.0,2024,RIVIAN,R1S,BEV,0.0,0.0,POINT (-122.167394 47.614119)
5YJSA1E67N,Snohomish,Snohomish,WA,98290.0,2022,TESLA,MODEL S,BEV,0.0,0.0,POINT (-122.0483457 47.9435765)
5YJ3E1EB0R,King,Newcastle,WA,98059.0,2024,TESLA,MODEL 3,BEV,0.0,0.0,POINT (-122.134502 47.492627)
KM8K23AGXK,King,Seattle,WA,98104.0,2019,HYUNDAI,KONA,BEV,258.0,0.0,POINT (-122.3276518 47.6018349)
WA1E2AFY3N,King,Burien,WA,98146.0,2022,AUDI,Q5,PHEV,22.0,0.0,POINT (-122.3551826 47.5000521)
WBY33AW05P,King,Bothell,WA,98011.0,2023,BMW,I4,BEV,0.0,0.0,POINT (-122.201408 47.754528)
3FMTK3SU9N,King,Kirkland,WA,98034.0,2022,FORD,MUSTANG MACH-E,BEV,0.0,0.0,POINT (-122.2026532 47.7210518)
5YJXCBE22K,King,Bellevue,WA,98004.0,2019,TESLA,MODEL X,BEV,289.0,0.0,POINT (-122.202397 47.619252)
7SAXCAE55R,King,Kirkland,WA,98033.0,2024,TESLA,MODEL X,BEV,0.0,0.0,POINT (-122.1925969 47.676241)
3C3CFFGE9H,Kitsap,Bainbridge Island,WA,98110.0,2017,FIAT,500,BEV,84.0,0.0,POINT (-122.5305071 47.6400595)
WBAJB1C5XK,King,Shoreline,WA,98133.0,2019,BMW,530E,PHEV,15.0,55700.0,POINT (-122.342434 47.736655)
KM8S6DA25N,Kitsap,Poulsbo,WA,98370.0,2022,HYUNDAI,SANTA FE,PHEV,31.0,0.0,POINT (-122.6368884 47.7469547)
YV4H60DK7R,King,Auburn,WA,98092.0,2024,VOLVO,XC60,PHEV,35.0,0.0,POINT (-122.1550193 47.2884536)
1G1FX6S06J,King,Kirkland,WA,98034.0,2018,CHEVROLET,BOLT EV,BEV,238.0,0.0,POINT (-122.2026532 47.7210518)
1C4JJXR67N,King,Redmond,WA,98052.0,2022,JEEP,WRANGLER,PHEV,22.0,0.0,POINT (-122.1207376 47.6705374)
1FT6W1EVXP,Clark,Vancouver,WA,98682.0,2023,FORD,F-150,BEV,0.0,0.0,POINT (-122.5286031 45.6686601)
5YJSA1E12G,King,Kirkland,WA,98033.0,2016,TESLA,MODEL S,BEV,210.0,0.0,POINT (-122.1925969 47.676241)
5YJSA1E21J,King,Redmond,WA,98052.0,2018,TESLA,MODEL S,BEV,249.0,0.0,POINT (-122.1207376 47.6705374)
1G1RD6S57J,King,Seattle,WA,98144.0,2018,CHEVROLET,VOLT,PHEV,53.0,0.0,POINT (-122.3016563 47.5858977)
KNDAEFS5XR,King,Bothell,WA,98011.0,2024,KIA,EV9,BEV,0.0,0.0,POINT (-122.201408 47.754528)
WMWXP3C06L,King,North Bend,WA,98045.0,2020,MINI,HARDTOP,BEV,0.0,0.0,POINT (-121.7705205 47.4816922)
JTMABABA4P,King,Bothell,WA,98011.0,2023,SUBARU,SOLTERRA,BEV,0.0,0.0,POINT (-122.201408 47.754528)
WBA8E1C56J,Cowlitz,Longview,WA,98632.0,2018,BMW,330E,PHEV,14.0,45600.0,POINT (-122.973463 46.15445)
KNDCR3LF6R,Thurston,Rainier,WA,98576.0,2024,KIA,NIRO,PHEV,33.0,0.0,POINT (-122.6771414 46.8882415)
W1N9M0KB3P,King,Bellevue,WA,98004.0,2023,MERCEDES-BENZ,EQB-CLASS,BEV,0.0,0.0,POINT (-122.202397 47.619252)
7SAYGDED9P,King,Bellevue,WA,98004.0,2023,TESLA,MODEL Y,BEV,0.0,0.0,POINT (-122.202397 47.619252)
WVWKP7AU3G,Kitsap,Bainbridge Island,WA,98110.0,2016,VOLKSWAGEN,E-GOLF,BEV,83.0,0.0,POINT (-122.5305071 47.6400595)
WA142BFZ9P,King,Newcastle,WA,98059.0,2023,AUDI,Q4,BEV,0.0,0.0,POINT (-122.134502 47.492627)
YV4BR0CL5L,Jefferson,Port Ludlow,WA,98365.0,2020,VOLVO,XC90,PHEV,18.0,0.0,POINT (-122.6906277 47.909901)
WA1M2BFZXP,King,Kirkland,WA,98033.0,2023,AUDI,Q4,BEV,0.0,0.0,POINT (-122.1925969 47.676241)
5YJXCBE46L,King,Sammamish,WA,98074.0,2020,TESLA,MODEL X,BEV,293.0,0.0,POINT (-122.0430602 47.6259676)
1FADP3R44D,King,Seattle,WA,98122.0,2013,FORD,FOCUS,BEV,76.0,0.0,POINT (-122.3128637 47.6104992)
2C4RC1L77N,Thurston,Olympia,WA,98502.0,2022,CHRYSLER,PACIFICA,PHEV,32.0,0.0,POINT (-122.943445 47.059252)
3FMTK3SUXM,King,Redmond,WA,98052.0,2021,FORD,MUSTANG MACH-E,BEV,0.0,0.0,POINT (-122.1207376 47.6705374)
YV4BR0DL4K,King,Seattle,WA,98115.0,2019,VOLVO,XC60,PHEV,17.0,0.0,POINT (-122.3008235 47.6862671)
JTDKARFP8L,Thurston,Olympia,WA,98502.0,2020,TOYOTA,PRIUS PRIME,PHEV,25.0,0.0,POINT (-122.943445 47.059252)
WA1LAAGE5N,King,Bellevue,WA,98005.0,2022,AUDI,E-TRON,BEV,0.0,0.0,POINT (-122.167394 47.614119)
1N4AZ1CV4M,King,Seattle,WA,98125.0,2021,NISSAN,LEAF,BEV,0.0,0.0,POINT (-122.304356 47.715668)
5YJSA1E55N,King,Bellevue,WA,98008.0,2022,TESLA,MODEL S,BEV,0.0,0.0,POINT (-122.1197677 47.6103472)
1G1RB6E44D,King,Renton,WA,98055.0,2013,CHEVROLET,VOLT,PHEV,38.0,0.0,POINT (-122.2003346 47.4487206)
YV4H60CW2P,King,Seattle,WA,98125.0,2023,VOLVO,XC90,PHEV,32.0,0.0,POINT (-122.304356 47.715668)
3FMTK4SX3P,King,Kent,WA,98031.0,2023,FORD,MUSTANG MACH-E,BEV,0.0,0.0,POINT (-122.201564 47.402358)
3FA6P0SU8F,Clark,Vancouver,WA,98662.0,2015,FORD,FUSION,PHEV,19.0,0.0,POINT (-122.579351 45.671668)
3FA6P0SU1E,Jefferson,Port Ludlow,WA,98365.0,2014,FORD,FUSION,PHEV,19.0,0.0,POINT (-122.6906277 47.909901)
1G1RH6E47E,King,Burien,WA,98146.0,2014,CHEVROLET,VOLT,PHEV,38.0,0.0,POINT (-122.3551826 47.5000521)
4JGGM1CB3R,King,Bothell,WA,98011.0,2024,MERCEDES-BENZ,EQE-CLASS SUV,BEV,0.0,0.0,POINT (-122.201408 47.754528)
7SAYGDEF3R,Kitsap,Kingston,WA,98346.0,2024,TESLA,MODEL Y,BEV,0.0,0.0,POINT (-122.5178351 47.7981436)
WBY7Z2C54J,King,Seattle,WA,98119.0,2018,BMW,I3,BEV,114.0,0.0,POINT (-122.36731 47.6377681)
1G1FZ6S07N,King,Seattle,WA,98112.0,2022,CHEVROLET,BOLT EUV,BEV,0.0,0.0,POINT (-122.300312 47.629782)
3FMTK4SX5N,King,Normandy Park,WA,98166.0,2022,FORD,MUSTANG MACH-E,BEV,0.0,0.0,POINT (-122.3472273 47.4568458)
WP0AC2Y16L,King,Seattle,WA,98125.0,2020,PORSCHE,TAYCAN,BEV,192.0,0.0,POINT (-122.304356 47.715668)
KNDRMDLH7R,King,Sammamish,WA,98074.0,2024,KIA,SORENTO,PHEV,32.0,0.0,POINT (-122.0430602 47.6259676)
7SAXCAE57N,King,Kirkland,WA,98034.0,2022,TESLA,MODEL X,BEV,0.0,0.0,POINT (-122.2026532 47.7210518)
JTMAB3FV2R,Kitsap,Bainbridge Island,WA,98110.0,2024,TOYOTA,RAV4 PRIME,PHEV,42.0,0.0,POINT (-122.5305071 47.6400595)
7JRH60FD0N,Thurston,Yelm,WA,98597.0,2022,VOLVO,S60,PHEV,41.0,0.0,POINT (-122.5715761 46.9095798)
WBAJB1C50K,King,Bellevue,WA,98004.0,2019,BMW,530E,PHEV,15.0,55700.0,POINT (-122.202397 47.619252)
50EA1GBA0N,King,Kirkland,WA,98033.0,2022,LUCID,AIR,BEV,0.0,0.0,POINT (-122.1925969 47.676241)
JTMABACA7R,Clark,Vancouver,WA,98685.0,2024,TOYOTA,BZ4X,BEV,0.0,0.0,POINT (-122.688741 45.711311)
KM8K33AG8P,Clark,Vancouver,WA,98682.0,2023,HYUNDAI,KONA ELECTRIC,BEV,0.0,0.0,POINT (-122.5286031 45.6686601)
4JGDM2EB9P,King,Bellevue,WA,98006.0,2023,MERCEDES-BENZ,EQS-CLASS SUV,BEV,0.0,0.0,POINT (-122.144149 47.560742)
JTDKN3DP4E,King,Seattle,WA,98125.0,2014,TOYOTA,PRIUS PLUG-IN,PHEV,6.0,0.0,POINT (-122.304356 47.715668)
KNDJP3AE9G,King,Seattle,WA,98115.0,2016,KIA,SOUL,BEV,93.0,31950.0,POINT (-122.3008235 47.6862671)
WB533CF0XR,King,Seattle,WA,98122.0,2024,BMW,IX,BEV,0.0,0.0,POINT (-122.3128637 47.6104992)
1G1FW6S02N,Thurston,Olympia,WA,98501.0,2022,CHEVROLET,BOLT EV,BEV,0.0,0.0,POINT (-122.8733203 47.0133209)
WBY8P2C00L,King,Seattle,WA,98122.0,2020,BMW,I3,BEV,153.0,0.0,POINT (-122.3128637 47.6104992)
5YJSA1E47J,King,Seattle,WA,98177.0,2018,TESLA,MODEL S,BEV,249.0,0.0,POINT (-122.3691687 47.7403542)
YV4BR0DM4N,King,Seattle,WA,98119.0,2022,VOLVO,XC60,PHEV,18.0,0.0,POINT (-122.36731 47.6377681)
5YJYGDED7M,Clark,Vancouver,WA,98686.0,2021,TESLA,MODEL Y,BEV,0.0,0.0,POINT (-122.626623 45.711724)
JTDKN3DP9C,King,Kirkland,WA,98034.0,2012,TOYOTA,PRIUS PLUG-IN,PHEV,6.0,0.0,POINT (-122.2026532 47.7210518)
YV1H60EP8R,King,Seattle,WA,98112.0,2024,VOLVO,V60,PHEV,41.0,0.0,POINT (-122.300312 47.629782)
YV4H60DM5N,Kitsap,Bremerton,WA,98311.0,2022,VOLVO,XC60,PHEV,35.0,0.0,POINT (-122.636245 47.62806)
5YJYGDED5M,King,Newcastle,WA,98059.0,2021,TESLA,MODEL Y,BEV,0.0,0.0,POINT (-122.134502 47.492627)
3FA6P0PU2J,Kitsap,Kingston,WA,98346.0,2018,FORD,FUSION,PHEV,21.0,0.0,POINT (-122.5178351 47.7981436)
W1N0G5DB6L,King,Redmond,WA,98052.0,2020,MERCEDES-BENZ,GLC-CLASS,PHEV,22.0,0.0,POINT (-122.1207376 47.6705374)
JN1AZ0CP6C,King,Seattle,WA,98177.0,2012,NISSAN,LEAF,BEV,73.0,0.0,POINT (-122.3691687 47.7403542)
WBY1Z6C30H,King,Bellevue,WA,98004.0,2017,BMW,I3,BEV,81.0,0.0,POINT (-122.202397 47.619252)
1G1RC6S58H,King,Seattle,WA,98125.0,2017,CHEVROLET,VOLT,PHEV,53.0,0.0,POINT (-122.304356 47.715668)
JN1AF0BAXP,King,Auburn,WA,98092.0,2023,NISSAN,ARIYA,BEV,0.0,0.0,POINT (-122.1550193 47.2884536)
1G1RA6E49D,King,Seattle,WA,98115.0,2013,CHEVROLET,VOLT,PHEV,38.0,0.0,POINT (-122.3008235 47.6862671)
1V2VMPE84P,King,Seattle,WA,98125.0,2023,VOLKSWAGEN,ID.4,BEV,0.0,0.0,POINT (-122.304356 47.715668)
1C4JJXP6XN,King,Bellevue,WA,98004.0,2022,JEEP,WRANGLER,PHEV,21.0,0.0,POINT (-122.202397 47.619252)
WBY8P6C05L,Kitsap,Kingston,WA,98346.0,2020,BMW,I3,BEV,153.0,0.0,POINT (-122.5178351 47.7981436)
KM8KRDAF2N,King,Seattle,WA,98115.0,2022,HYUNDAI,IONIQ 5,BEV,0.0,0.0,POINT (-122.3008235 47.6862671)
7PDSGABL4P,King,Bellevue,WA,98004.0,2023,RIVIAN,R1S,BEV,0.0,0.0,POINT (-122.202397 47.619252)
1N4AZ1CV9N,Kitsap,Poulsbo,WA,98370.0,2022,NISSAN,LEAF,BEV,0.0,0.0,POINT (-122.6368884 47.7469547)
1N4AZ1CVXM,King,Seattle,WA,98133.0,2021,NISSAN,LEAF,BEV,0.0,0.0,POINT (-122.342434 47.736655)
KNDPZDDH4R,King,Seattle,WA,98115.0,2024,KIA,SPORTAGE,PHEV,34.0,0.0,POINT (-122.3008235 47.6862671)
1N4BZ1BV8M,King,Seattle,WA,98144.0,2021,NISSAN,LEAF,BEV,0.0,0.0,POINT (-122.3016563 47.5858977)
1FADP5CU6E,Kitsap,Poulsbo,WA,98370.0,2014,FORD,C-MAX,PHEV,19.0,0.0,POINT (-122.6368884 47.7469547)
5YJXCBE26L,King,Bellevue,WA,98004.0,2020,TESLA,MODEL X,BEV,293.0,0.0,POINT (-122.202397 47.619252)
WBAJA9C56J,King,Seattle,WA,98119.0,2018,BMW,530E,PHEV,16.0,52650.0,POINT (-122.36731 47.6377681)
WB533CF06P,King,Redmond,WA,98052.0,2023,BMW,IX,BEV,0.0,0.0,POINT (-122.1207376 47.6705374)
W1KCG4EB8N,King,Kirkland,WA,98033.0,2022,MERCEDES-BENZ,EQS-CLASS SEDAN,BEV,0.0,0.0,POINT (-122.1925969 47.676241)
JTDKARFP6L,King,Seatac,WA,98188.0,2020,TOYOTA,PRIUS PRIME,PHEV,25.0,0.0,POINT (-122.271716 47.452837)
YV4BR0DM9M,Kitsap,Port Orchard,WA,98367.0,2021,VOLVO,XC60,PHEV,18.0,0.0,POINT (-122.6530052 47.4739066)
1G1FY6S04L,King,Seattle,WA,98125.0,2020,CHEVROLET,BOLT EV,BEV,259.0,0.0,POINT (-122.304356 47.715668)
2C4RC1N79P,Kitsap,Silverdale,WA,98383.0,2023,CHRYSLER,PACIFICA,PHEV,32.0,0.0,POINT (-122.7035285 47.660204)
WA1LAAGE7K,King,Bellevue,WA,98004.0,2019,AUDI,E-TRON,BEV,204.0,0.0,POINT (-122.202397 47.619252)
7G2CEHED3R,Snohomish,Lynnwood,WA,98037.0,2024,TESLA,CYBERTRUCK,BEV,0.0,0.0,POINT (-122.283973 47.838697)
SADHD2S13K,King,Bellevue,WA,98005.0,2019,JAGUAR,I-PACE,BEV,234.0,0.0,POINT (-122.167394 47.614119)
1G1RD6E47B,Cowlitz,Castle Rock,WA,98611.0,2011,CHEVROLET,VOLT,PHEV,35.0,0.0,POINT (-122.893877 46.2844051)
KNDRMDLH1R,King,Kirkland,WA,98033.0,2024,KIA,SORENTO,PHEV,32.0,0.0,POINT (-122.1925969 47.676241)
5YJXCAE23J,King,Woodinville,WA,98072.0,2018,TESLA,MODEL X,BEV,238.0,0.0,POINT (-122.1368031 47.7621254)
WP0AB2Y1XS,King,Bellevue,WA,98004.0,2025,PORSCHE,TAYCAN,BEV,0.0,0.0,POINT (-122.202397 47.619252)
KL8CL6S02E,King,Newcastle,WA,98056.0,2014,CHEVROLET,SPARK,BEV,82.0,0.0,POINT (-122.1819876 47.5098889)
KNDC3DLC7N,King,Seattle,WA,98115.0,2022,KIA,EV6,BEV,0.0,0.0,POINT (-122.3008235 47.6862671)
WA1L2BFZ6P,King,Kirkland,WA,98033.0,2023,AUDI,Q4,BEV,0.0,0.0,POINT (-122.1925969 47.676241)
JHMZC5F3XL,King,Seattle,WA,98125.0,2020,HONDA,CLARITY,PHEV,47.0,0.0,POINT (-122.304356 47.715668)
WMEEJ9AA9F,King,Kirkland,WA,98034.0,2015,SMART,FORTWO ELECTRIC DRIVE,BEV,68.0,0.0,POINT (-122.2026532 47.7210518)
1N4AZ1BV3R,King,Duvall,WA,98019.0,2024,NISSAN,LEAF,BEV,0.0,0.0,POINT (-121.956372 47.735604)
YV4H60DL8R,Clark,Camas,WA,98607.0,2024,VOLVO,XC60,PHEV,35.0,0.0,POINT (-122.4220033 45.6092439)
WMEEJ9AA8E,King,Kirkland,WA,98033.0,2014,SMART,FORTWO ELECTRIC DRIVE,BEV,58.0,0.0,POINT (-122.1925969 47.676241)
5YJSA1DN6D,King,Bellevue,WA,98004.0,2013,TESLA,MODEL S,BEV,208.0,69900.0,POINT (-122.202397 47.619252)
KM8JFDD2XR,King,Issaquah,WA,98029.0,2024,HYUNDAI,TUCSON,PHEV,33.0,0.0,POINT (-122.0209893 47.5632565)
YV4BC0PM0G,King,Seattle,WA,98125.0,2016,VOLVO,XC90,PHEV,13.0,0.0,POINT (-122.304356 47.715668)
WBY1Z6C36H,King,Seattle,WA,98109.0,2017,BMW,I3,BEV,81.0,0.0,POINT (-122.3441532 47.6305366)
1C4RJXU62R,Kitsap,Bainbridge Island,WA,98110.0,2024,JEEP,WRANGLER,PHEV,21.0,0.0,POINT (-122.5305071 47.6400595)
5YJSA1CG7D,King,Sammamish,WA,98075.0,2013,TESLA,MODEL S,BEV,208.0,69900.0,POINT (-122.0181135 47.5880568)
WB523CF00R,King,Bellevue,WA,98004.0,2024,BMW,IX,BEV,0.0,0.0,POINT (-122.202397 47.619252)
JN1BF0AA9P,Snohomish,Lake Stevens,WA,98258.0,2023,NISSAN,ARIYA,BEV,0.0,0.0,POINT (-122.0816912 48.0122934)
1G1RB6E4XC,King,Seattle,WA,98146.0,2012,CHEVROLET,VOLT,PHEV,35.0,0.0,POINT (-122.3551826 47.5000521)
YV4ED3UR8N,King,Seattle,WA,98102.0,2022,VOLVO,XC40,BEV,0.0,0.0,POINT (-122.3212726 47.6296532)
YV4BR0DK8M,King,Seattle,WA,98105.0,2021,VOLVO,XC60,PHEV,18.0,0.0,POINT (-122.304212 47.664294)
7SAXCDE52R,Snohomish,Bothell,WA,98012.0,2024,TESLA,MODEL X,BEV,0.0,0.0,POINT (-122.206146 47.839957)
KNDPZDAH2P,King,Seattle,WA,98109.0,2023,KIA,SPORTAGE,PHEV,34.0,0.0,POINT (-122.3441532 47.6305366)
1N4BZ0CP5G,King,Seattle,WA,98125.0,2016,NISSAN,LEAF,BEV,84.0,0.0,POINT (-122.304356 47.715668)
WP0AA2Y13S,King,Bellevue,WA,98005.0,2025,PORSCHE,TAYCAN,BEV,0.0,0.0,POINT (-122.167394 47.614119)
KMHM34AC8R,King,Seattle,WA,98125.0,2024,HYUNDAI,IONIQ 6,BEV,0.0,0.0,POINT (-122.304356 47.715668)
WMW13DJ04N,Jefferson,Port Ludlow,WA,98365.0,2022,MINI,HARDTOP,BEV,0.0,0.0,POINT (-122.6906277 47.909901)
2C4RC1H79J,King,Kirkland,WA,98034.0,2018,CHRYSLER,PACIFICA,PHEV,33.0,0.0,POINT (-122.2026532 47.7210518)
KNDC34LB0R,King,Kirkland,WA,98033.0,2024,KIA,EV6,BEV,0.0,0.0,POINT (-122.1925969 47.676241)
JHMZC5F17J,King,Seattle,WA,98125.0,2018,HONDA,CLARITY,PHEV,47.0,0.0,POINT (-122.304356 47.715668)
KNDCR3L12P,King,Seatac,WA,98148.0,2023,KIA,NIRO,BEV,0.0,0.0,POINT (-122.3300442 47.4483434)
5YJSA1H13E,King,Seattle,WA,98112.0,2014,TESLA,MODEL S,BEV,208.0,69900.0,POINT (-122.300312 47.629782)
1N4AZ1BV2P,King,Seattle,WA,98112.0,2023,NISSAN,LEAF,BEV,0.0,0.0,POINT (-122.300312 47.629782)
JTMEB3FV4P,King,Bellevue,WA,98005.0,2023,TOYOTA,RAV4 PRIME,PHEV,42.0,0.0,POINT (-122.167394 47.614119)
7FCTGBAA5P,King,Seattle,WA,98119.0,2023,RIVIAN,R1T,BEV,0.0,0.0,POINT (-122.36731 47.6377681)
JHMZC5F16J,King,Seattle,WA,98144.0,2018,HONDA,CLARITY,PHEV,47.0,0.0,POINT (-122.3016563 47.5858977)
4JGDM2EB6P,King,Bellevue,WA,98004.0,2023,MERCEDES-BENZ,EQS-CLASS SUV,BEV,0.0,0.0,POINT (-122.202397 47.619252)
JTJAAAAB5R,Kitsap,Silverdale,WA,98383.0,2024,LEXUS,RZ,BEV,0.0,0.0,POINT (-122.7035285 47.660204)
WP1AE2AY0R,King,Bellevue,WA,98004.0,2024,PORSCHE,CAYENNE,PHEV,56.0,0.0,POINT (-122.202397 47.619252)
1C4RJXP66R,King,Tukwila,WA,98188.0,2024,JEEP,WRANGLER,PHEV,21.0,0.0,POINT (-122.271716 47.452837)
WMZ23BS01M,Clark,Vancouver,WA,98683.0,2021,MINI,COUNTRYMAN,PHEV,17.0,0.0,POINT (-122.515805 45.604689)
1N4BZ1DV8M,Kitsap,Bainbridge Island,WA,98110.0,2021,NISSAN,LEAF,BEV,0.0,0.0,POINT (-122.5305071 47.6400595)
1G1RA6S5XH,King,Kent,WA,98031.0,2017,CHEVROLET,VOLT,PHEV,53.0,0.0,POINT (-122.201564 47.402358)
1G1FW6S03J,King,Redmond,WA,98052.0,2018,CHEVROLET,BOLT EV,BEV,238.0,0.0,POINT (-122.1207376 47.6705374)
WA1E2AFY0L,Kitsap,Bainbridge Island,WA,98110.0,2020,AUDI,Q5 E,PHEV,20.0,0.0,POINT (-122.5305071 47.6400595)
KM8S7DA27N,King,Redmond,WA,98052.0,2022,HYUNDAI,SANTA FE,PHEV,31.0,0.0,POINT (-122.1207376 47.6705374)
1C4RJYC60P,Cowlitz,Kelso,WA,98626.0,2023,JEEP,GRAND CHEROKEE,PHEV,25.0,0.0,POINT (-122.8902296 46.1351011)
KNDCR3L16R,King,Newcastle,WA,98059.0,2024,KIA,NIRO,BEV,0.0,0.0,POINT (-122.134502 47.492627)
5UXTA6C07P,King,Seattle,WA,98115.0,2023,BMW,X5,PHEV,30.0,0.0,POINT (-122.3008235 47.6862671)
1G1RC6S51G,Clark,Battle Ground,WA,98604.0,2016,CHEVROLET,VOLT,PHEV,53.0,0.0,POINT (-122.5256203 45.7875036)
1FMCU0KZ7M,King,Seattle,WA,98115.0,2021,FORD,ESCAPE,PHEV,38.0,0.0,POINT (-122.3008235 47.6862671)
KM8S7DA26N,King,Redmond,WA,98052.0,2022,HYUNDAI,SANTA FE,PHEV,31.0,0.0,POINT (-122.1207376 47.6705374)
YV4H60DLXR,King,Seattle,WA,98177.0,2024,VOLVO,XC60,PHEV,35.0,0.0,POINT (-122.3691687 47.7403542)
WBY8P2C0XM,King,Seattle,WA,98112.0,2021,BMW,I3,BEV,0.0,0.0,POINT (-122.300312 47.629782)
WBY1Z8C37H,King,Newcastle,WA,98056.0,2017,BMW,I3,PHEV,97.0,0.0,POINT (-122.1819876 47.5098889)
