VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,E.V_Type,Electric Range,Base MSRP,Vehicle Location
WBY1Z8C52H,King,Seattle,WA,98122.0,2017,BMW,I3,PHEV,97.0,0.0,POINT (-122.3128637 47.6104992)
KNDCC3LDXK,King,Sammamish,WA,98074.0,2019,KIA,NIRO,PHEV,26.0,0.0,POINT (-122.0430602 47.6259676)
1GYKPTRL3R,Thurston,Olympia,WA,98502.0,2024,CADILLAC,LYRIQ,BEV,0.0,0.0,POINT (-122.943445 47.059252)
YV4H60DM2R,King,Seattle,WA,98177.0,2024,VOLVO,XC60,PHEV,35.0,0.0,POINT (-122.3691687 47.7403542)
WBY43AW09R,King,Seattle,WA,98134.0,2024,BMW,I4,BEV,0.0,0.0,POINT (-122.3290729 47.5773571)
YV4BR0DM5N,Kitsap,Bainbridge Island,WA,98110.0,2022,VOLVO,XC60,PHEV,18.0,0.0,POINT (-122.5305071 47.6400595)
5YJXCAE40G,Clark,Vancouver,WA,98685.0,2016,TESLA,MODEL X,BEV,200.0,0.0,POINT (-122.688741 45.711311)
5YJYGDED0M,King,Kirkland,WA,98033.0,2021,TESLA,MODEL Y,BEV,0.0,0.0,POINT (-122.1925969 47.676241)
7FCTGAAA8R,King,Bellevue,WA,98004.0,2024,RIVIAN,R1T,BEV,0.0,0.0,POINT (-122.202397 47.619252)
1FTBW3XK4P,Island,Oak Harbor,WA,98277.0,2023,FORD,TRANSIT,BEV,0.0,0.0,POINT (-122.6447164 48.3015146)
1G1RD6E47C,King,Kirkland,WA,98034.0,2012,CHEVROLET,VOLT,PHEV,35.0,0.0,POINT (-122.2026532 47.7210518)
WMEFJ9BA6J,King,Seattle,WA,98112.0,2018,SMART,EQ FORTWO,BEV,58.0,0.0,POINT (-122.300312 47.629782)
7PDSGABL5N,Thurston,Olympia,WA,98502.0,2022,RIVIAN,R1S,BEV,0.0,0.0,POINT (-122.943445 47.059252)
5YJSA1BG7D,King,Seattle,WA,98125.0,2013,TESLA,MODEL S,BEV,208.0,69900.0,POINT (-122.304356 47.715668)
7PDSGCBA6R,King,Kirkland,WA,98033.0,2024,RIVIAN,R1S,BEV,0.0,0.0,POINT (-122.1925969 47.676241)
1G1RA6E42E,King,Seattle,WA,98133.0,2014,CHEVROLET,VOLT,PHEV,38.0,0.0,POINT (-122.342434 47.736655)
WMW13DJ06R,King,Seattle,WA,98115.0,2024,MINI,HARDTOP,BEV,0.0,0.0,POINT (-122.3008235 47.6862671)
WAUTPBFFXH,King,Renton,WA,98056.0,2017,AUDI,A3,PHEV,16.0,0.0,POINT (-122.1819876 47.5098889)
1FTZR0816Y,King,Shoreline,WA,98133.0,2000,FORD,RANGER,BEV,58.0,0.0,POINT (-122.342434 47.736655)
1FTBW9CK3N,King,Seattle,WA,98134.0,2022,FORD,TRANSIT,BEV,0.0,0.0,POINT (-122.3290729 47.5773571)
1FT6W5L78R,King,Tukwila,WA,98168.0,2024,FORD,F-150,BEV,0.0,0.0,POINT (-122.297205 47.486649)
5YJSA1DN4D,King,Clyde Hill,WA,98004.0,2013,TESLA,MODEL S,BEV,208.0,69900.0,POINT (-122.202397 47.619252)
KM8HC3A67R,Snohomish,Lake Stevens,WA,98258.0,2024,HYUNDAI,KONA ELECTRIC,BEV,0.0,0.0,POINT (-122.0816912 48.0122934)
1C4RJYB6XR,Snohomish,Mukilteo,WA,98275.0,2024,JEEP,GRAND CHEROKEE,PHEV,25.0,0.0,POINT (-122.29943 47.912654)
1FMCU0KZ5N,Clark,Vancouver,WA,98685.0,2022,FORD,ESCAPE,PHEV,38.0,0.0,POINT (-122.688741 45.711311)
WBY33AW06R,Yakima,Yakima,WA,98908.0,2024,BMW,I4,BEV,0.0,0.0,POINT (-120.611068 46.596645)
1G1RD6E44C,King,Seattle,WA,98125.0,2012,CHEVROLET,VOLT,PHEV,35.0,0.0,POINT (-122.304356 47.715668)
1FADP3R43J,King,Seattle,WA,98133.0,2018,FORD,FOCUS,BEV,100.0,0.0,POINT (-122.342434 47.736655)
KMUKEDSB5R,King,Redmond,WA,98052.0,2024,GENESIS,GV60,BEV,0.0,0.0,POINT (-122.1207376 47.6705374)
KM8S6DA21P,King,Bellevue,WA,98008.0,2023,HYUNDAI,SANTA FE,PHEV,30.0,0.0,POINT (-122.1197677 47.6103472)
2C4RC1L77J,Kitsap,Silverdale,WA,98383.0,2018,CHRYSLER,PACIFICA,PHEV,33.0,0.0,POINT (-122.7035285 47.660204)
5YJSA1E42M,King,Bothell,WA,98011.0,2021,TESLA,MODEL S,BEV,0.0,0.0,POINT (-122.201408 47.754528)
KNDCD3LD1J,King,Seattle,WA,98177.0,2018,KIA,NIRO,PHEV,26.0,0.0,POINT (-122.3691687 47.7403542)
5YJSA1H17F,King,Bellevue,WA,98006.0,2015,TESLA,MODEL S,BEV,208.0,0.0,POINT (-122.144149 47.560742)
5YJRE11B78,King,Burien,WA,98166.0,2008,TESLA,ROADSTER,BEV,220.0,98950.0,POINT (-122.3472273 47.4568458)
3FMTK3R70N,King,Redmond,WA,98052.0,2022,FORD,MUSTANG MACH-E,BEV,0.0,0.0,POINT (-122.1207376 47.6705374)
WBY7Z6C56J,Kitsap,Poulsbo,WA,98370.0,2018,BMW,I3,BEV,114.0,0.0,POINT (-122.6368884 47.7469547)
3FMTK4SEXN,King,Bellevue,WA,98004.0,2022,FORD,MUSTANG MACH-E,BEV,0.0,0.0,POINT (-122.202397 47.619252)
YV4ED3UM5P,King,Redmond,WA,98052.0,2023,VOLVO,XC40,BEV,0.0,0.0,POINT (-122.1207376 47.6705374)
7SAXCAE59R,King,Bellevue,WA,98007.0,2024,TESLA,MODEL X,BEV,0.0,0.0,POINT (-122.1436732 47.6157551)
ZASPATCW2R,Kitsap,Bainbridge Island,WA,98110.0,2024,ALFA ROMEO,TONALE,PHEV,33.0,0.0,POINT (-122.5305071 47.6400595)
WVGTMPE28N,Thurston,Olympia,WA,98501.0,2022,VOLKSWAGEN,ID.4,BEV,0.0,0.0,POINT (-122.8733203 47.0133209)
WDDVP9ABXF,King,Seattle,WA,98116.0,2015,MERCEDES-BENZ,B-CLASS,BEV,87.0,0.0,POINT (-122.395519 47.572137)
5LMYJ9YY7M,King,Seattle,WA,98112.0,2021,LINCOLN,AVIATOR,PHEV,21.0,0.0,POINT (-122.300312 47.629782)
KM8HB3A74R,King,Seattle,WA,98112.0,2024,HYUNDAI,KONA ELECTRIC,BEV,0.0,0.0,POINT (-122.300312 47.629782)
KNDPZDDH3R,Clark,Vancouver,WA,98662.0,2024,KIA,SPORTAGE,PHEV,34.0,0.0,POINT (-122.579351 45.671668)
WA1F2AFY8M,King,Bothell,WA,98011.0,2021,AUDI,Q5 E,PHEV,18.0,0.0,POINT (-122.201408 47.754528)
3MW39FS05P,King,Federal Way,WA,98003.0,2023,BMW,330E,PHEV,20.0,0.0,POINT (-122.318442 47.315173)
YV4H60CA6P,King,Kirkland,WA,98033.0,2023,VOLVO,XC90,PHEV,32.0,0.0,POINT (-122.1925969 47.676241)
YV4H60DM3R,King,Seattle,WA,98112.0,2024,VOLVO,XC60,PHEV,35.0,0.0,POINT (-122.300312 47.629782)
YV4ED3GM9P,King,Seatac,WA,98148.0,2023,VOLVO,C40,BEV,0.0,0.0,POINT (-122.3300442 47.4483434)
YV4BR0CL8M,King,Bellevue,WA,98004.0,2021,VOLVO,XC90,PHEV,18.0,0.0,POINT (-122.202397 47.619252)
3FA6P0SU4G,King,Bellevue,WA,98007.0,2016,FORD,FUSION,PHEV,19.0,0.0,POINT (-122.1436732 47.6157551)
YV4BK0DP0L,Clark,Ridgefield,WA,98642.0,2020,VOLVO,XC60,PHEV,19.0,0.0,POINT (-122.6958231 45.804249)
YV4H60LF2R,King,Seattle,WA,98125.0,2024,VOLVO,XC90,PHEV,32.0,0.0,POINT (-122.304356 47.715668)
5YJXCAE21L,King,Kirkland,WA,98033.0,2020,TESLA,MODEL X,BEV,293.0,0.0,POINT (-122.1925969 47.676241)
WP1AE2AY2K,King,Redmond,WA,98052.0,2019,PORSCHE,CAYENNE,PHEV,13.0,0.0,POINT (-122.1207376 47.6705374)
1G1RB6E49F,King,Bellevue,WA,98005.0,2015,CHEVROLET,VOLT,PHEV,38.0,0.0,POINT (-122.167394 47.614119)
5YJ3E1ETXR,King,Renton,WA,98055.0,2024,TESLA,MODEL 3,BEV,0.0,0.0,POINT (-122.2003346 47.4487206)
WBY7Z8C51J,King,Seattle,WA,98122.0,2018,BMW,I3,PHEV,97.0,0.0,POINT (-122.3128637 47.6104992)
WMZYU7C58K,King,Kirkland,WA,98033.0,2019,MINI,COUNTRYMAN,PHEV,12.0,36900.0,POINT (-122.1925969 47.676241)
YV4ER3GM6R,King,Seattle,WA,98103.0,2024,VOLVO,C40,BEV,0.0,0.0,POINT (-122.3499053 47.673887)
7SAXCAE51N,King,Bellevue,WA,98004.0,2022,TESLA,MODEL X,BEV,0.0,0.0,POINT (-122.202397 47.619252)
1G1RB6E40E,King,Bothell,WA,98011.0,2014,CHEVROLET,VOLT,PHEV,38.0,0.0,POINT (-122.201408 47.754528)
JTMEB3FV0R,Clark,Vancouver,WA,98682.0,2024,TOYOTA,RAV4 PRIME,PHEV,42.0,0.0,POINT (-122.5286031 45.6686601)
2C4RC1S78N,King,Bellevue,WA,98007.0,2022,CHRYSLER,PACIFICA,PHEV,32.0,0.0,POINT (-122.1436732 47.6157551)
WBY1Z8C55H,King,Seattle,WA,98115.0,2017,BMW,I3,PHEV,97.0,0.0,POINT (-122.3008235 47.6862671)
JTMABABA3P,King,Bellevue,WA,98004.0,2023,SUBARU,SOLTERRA,BEV,0.0,0.0,POINT (-122.202397 47.619252)
1G1FX6S00N,King,Kirkland,WA,98034.0,2022,CHEVROLET,BOLT EV,BEV,0.0,0.0,POINT (-122.2026532 47.7210518)
WAUUPBFF5H,King,Bellevue,WA,98005.0,2017,AUDI,A3,PHEV,16.0,0.0,POINT (-122.167394 47.614119)
YV4BR0DK3J,Clark,Vancouver,WA,98684.0,2018,VOLVO,XC60,PHEV,17.0,52900.0,POINT (-122.5241377 45.6278995)
5YJSA1E60N,King,Kirkland,WA,98033.0,2022,TESLA,MODEL S,BEV,0.0,0.0,POINT (-122.1925969 47.676241)
WP0AB2Y17M,King,Bellevue,WA,98005.0,2021,PORSCHE,TAYCAN,BEV,203.0,0.0,POINT (-122.167394 47.614119)
1N4AZ1CV7M,King,Kirkland,WA,98034.0,2021,NISSAN,LEAF,BEV,0.0,0.0,POINT (-122.2026532 47.7210518)
2C4RC1N75J,Snohomish,Bothell,WA,98021.0,2018,CHRYSLER,PACIFICA,PHEV,33.0,0.0,POINT (-122.2107298 47.7977268)
KM8JBDA29N,King,Seattle,WA,98125.0,2022,HYUNDAI,TUCSON,PHEV,33.0,0.0,POINT (-122.304356 47.715668)
KNDCR3L17R,King,Newcastle,WA,98056.0,2024,KIA,NIRO,BEV,0.0,0.0,POINT (-122.1819876 47.5098889)
5YJXCDE27H,King,Kirkland,WA,98033.0,2017,TESLA,MODEL X,BEV,200.0,0.0,POINT (-122.1925969 47.676241)
WBY33AW08P,King,Issaquah,WA,98027.0,2023,BMW,I4,BEV,0.0,0.0,POINT (-122.0402383 47.5276876)
YV4ED3UR5N,King,Seattle,WA,98122.0,2022,VOLVO,XC40,BEV,0.0,0.0,POINT (-122.3128637 47.6104992)
1G1RA6S50J,Kitsap,Silverdale,WA,98383.0,2018,CHEVROLET,VOLT,PHEV,53.0,0.0,POINT (-122.7035285 47.660204)
1C4JJXP64M,King,Bothell,WA,98011.0,2021,JEEP,WRANGLER,PHEV,25.0,0.0,POINT (-122.201408 47.754528)
3FMTK4SE7N,King,Kirkland,WA,98033.0,2022,FORD,MUSTANG MACH-E,BEV,0.0,0.0,POINT (-122.1925969 47.676241)
5YJSA1E40J,King,Seattle,WA,98102.0,2018,TESLA,MODEL S,BEV,249.0,0.0,POINT (-122.3212726 47.6296532)
JTDKN3DP5E,King,Auburn,WA,98002.0,2014,TOYOTA,PRIUS PLUG-IN,PHEV,6.0,0.0,POINT (-122.2202561 47.3077398)
1C4RJXR63R,King,Bellevue,WA,98008.0,2024,JEEP,WRANGLER,PHEV,21.0,0.0,POINT (-122.1197677 47.6103472)
5YJ3E1EC3M,Thurston,Tenino,WA,98589.0,2021,TESLA,MODEL 3,BEV,0.0,0.0,POINT (-122.8527509 46.857663)
1N4AZ1CV6N,King,Bothell,WA,98011.0,2022,NISSAN,LEAF,BEV,0.0,0.0,POINT (-122.201408 47.754528)
KM8KMDAF4N,King,Redmond,WA,98052.0,2022,HYUNDAI,IONIQ 5,BEV,0.0,0.0,POINT (-122.1207376 47.6705374)
1N4CZ1CV2P,King,Burien,WA,98168.0,2023,NISSAN,LEAF,BEV,0.0,0.0,POINT (-122.297205 47.486649)
KNDJP3AE6G,King,Seattle,WA,98177.0,2016,KIA,SOUL,BEV,93.0,31950.0,POINT (-122.3691687 47.7403542)
YV4BR0PL5J,King,Sammamish,WA,98075.0,2018,VOLVO,XC90,PHEV,19.0,64950.0,POINT (-122.0181135 47.5880568)
WA15AAGE2R,King,Seattle,WA,98119.0,2024,AUDI,Q8,BEV,0.0,0.0,POINT (-122.36731 47.6377681)
5YJSA1H21F,King,Duvall,WA,98019.0,2015,TESLA,MODEL S,BEV,208.0,0.0,POINT (-121.956372 47.735604)
3FMTK2SU7N,Thurston,Olympia,WA,98501.0,2022,FORD,MUSTANG MACH-E,BEV,0.0,0.0,POINT (-122.8733203 47.0133209)
WAUEJBFW0N,King,Seattle,WA,98146.0,2022,AUDI,E-TRON GT,BEV,0.0,0.0,POINT (-122.3551826 47.5000521)
WBY1Z6C33H,Kitsap,Kingston,WA,98346.0,2017,BMW,I3,BEV,81.0,0.0,POINT (-122.5178351 47.7981436)
WBA8E1C54J,King,Seattle,WA,98125.0,2018,BMW,330E,PHEV,14.0,45600.0,POINT (-122.304356 47.715668)
5YJSA1E42J,King,Kirkland,WA,98034.0,2018,TESLA,MODEL S,BEV,249.0,0.0,POINT (-122.2026532 47.7210518)
YV4BR00K0L,King,Seattle,WA,98125.0,2020,VOLVO,XC90,PHEV,18.0,0.0,POINT (-122.304356 47.715668)
5YJSA1DG8D,Thurston,Olympia,WA,98512.0,2013,TESLA,MODEL S,BEV,208.0,69900.0,POINT (-122.957046 46.991391)
1G6RR1E42E,King,Burien,WA,98146.0,2014,CADILLAC,ELR,PHEV,37.0,0.0,POINT (-122.3551826 47.5000521)
1FMCU0LZXN,Kitsap,Bainbridge Island,WA,98110.0,2022,FORD,ESCAPE,PHEV,38.0,0.0,POINT (-122.5305071 47.6400595)
YV4H600L8N,King,Seattle,WA,98177.0,2022,VOLVO,XC90,PHEV,35.0,0.0,POINT (-122.3691687 47.7403542)
KNDCC3LD3J,King,Redmond,WA,98052.0,2018,KIA,NIRO,PHEV,26.0,0.0,POINT (-122.1207376 47.6705374)
KMHM34AC7R,King,Bellevue,WA,98004.0,2024,HYUNDAI,IONIQ 6,BEV,0.0,0.0,POINT (-122.202397 47.619252)
WP0CD2Y11N,King,Bellevue,WA,98004.0,2022,PORSCHE,TAYCAN,BEV,0.0,0.0,POINT (-122.202397 47.619252)
KNDC4DLC1R,Clark,Vancouver,WA,98682.0,2024,KIA,EV6,BEV,0.0,0.0,POINT (-122.5286031 45.6686601)
WA16AAGE6R,Kitsap,Bremerton,WA,98311.0,2024,AUDI,Q8,BEV,0.0,0.0,POINT (-122.636245 47.62806)
5UXTS1C06M,King,Seattle,WA,98125.0,2021,BMW,X3,PHEV,17.0,0.0,POINT (-122.304356 47.715668)
7SAXCDE59P,King,Newcastle,WA,98056.0,2023,TESLA,MODEL X,BEV,0.0,0.0,POINT (-122.1819876 47.5098889)
KMHM24AA6R,King,Bellevue,WA,98006.0,2024,HYUNDAI,IONIQ 6,BEV,0.0,0.0,POINT (-122.144149 47.560742)
KNDRJDLHXN,King,North Bend,WA,98045.0,2022,KIA,SORENTO,PHEV,32.0,0.0,POINT (-121.7705205 47.4816922)
JA4J24A50J,King,Seattle,WA,98146.0,2018,MITSUBISHI,OUTLANDER,PHEV,22.0,0.0,POINT (-122.3551826 47.5000521)
KMHM54AC1P,Cowlitz,Kelso,WA,98626.0,2023,HYUNDAI,IONIQ 6,BEV,0.0,0.0,POINT (-122.8902296 46.1351011)
5YJSA1DN0C,Thurston,Olympia,WA,98502.0,2012,TESLA,MODEL S,BEV,265.0,59900.0,POINT (-122.943445 47.059252)
JTMAB3FV8P,King,Seattle,WA,98125.0,2023,TOYOTA,RAV4 PRIME,PHEV,42.0,0.0,POINT (-122.304356 47.715668)
3GPKHZRJ5R,Clark,Brush Prairie,WA,98606.0,2024,HONDA,PROLOGUE,BEV,0.0,0.0,POINT (-122.4767202 45.7381698)
1N4BZ1DV7M,King,Shoreline,WA,98177.0,2021,NISSAN,LEAF,BEV,0.0,0.0,POINT (-122.3691687 47.7403542)
KMHM24AA7P,Clark,Vancouver,WA,98660.0,2023,HYUNDAI,IONIQ 6,BEV,0.0,0.0,POINT (-122.6789987 45.6365338)
JN1DF0BB5R,King,Seattle,WA,98133.0,2024,NISSAN,ARIYA,BEV,0.0,0.0,POINT (-122.342434 47.736655)
3FMTK2SU5N,King,Seattle,WA,98122.0,2022,FORD,MUSTANG MACH-E,BEV,0.0,0.0,POINT (-122.3128637 47.6104992)
WBY33AW04P,King,Seattle,WA,98133.0,2023,BMW,I4,BEV,0.0,0.0,POINT (-122.342434 47.736655)
KNDCE3LG0L,King,Seattle,WA,98125.0,2020,KIA,NIRO,BEV,239.0,0.0,POINT (-122.304356 47.715668)
1G1FW6S00N,Thurston,Olympia,WA,98501.0,2022,CHEVROLET,BOLT EV,BEV,0.0,0.0,POINT (-122.8733203 47.0133209)
SADHD2S18L,King,Auburn,WA,98092.0,2020,JAGUAR,I-PACE,BEV,234.0,0.0,POINT (-122.1550193 47.2884536)
WVGGNPE24N,Clark,Battle Ground,WA,98604.0,2022,VOLKSWAGEN,ID.4,BEV,0.0,0.0,POINT (-122.5256203 45.7875036)
YV4ED3UB7N,Kitsap,Bainbridge Island,WA,98110.0,2022,VOLVO,XC40,BEV,0.0,0.0,POINT (-122.5305071 47.6400595)
1FT6W1EV9N,King,Seattle,WA,98177.0,2022,FORD,F-150,BEV,0.0,0.0,POINT (-122.3691687 47.7403542)
WA16ABGE3R,King,Kent,WA,98042.0,2024,AUDI,Q8,BEV,0.0,0.0,POINT (-122.1145138 47.3581107)
5YJSA1E41F,Clallam,Port Angeles,WA,98362.0,2015,TESLA,MODEL S,BEV,208.0,0.0,POINT (-123.4031294 48.1009483)
1C4RJYC68P,Clark,Yacolt,WA,98675.0,2023,JEEP,GRAND CHEROKEE,PHEV,25.0,0.0,POINT (-122.4266427 45.8619031)
1G1RA6E46D,King,Bellevue,WA,98004.0,2013,CHEVROLET,VOLT,PHEV,38.0,0.0,POINT (-122.202397 47.619252)
KL8CL6S01F,Thurston,Olympia,WA,98506.0,2015,CHEVROLET,SPARK,BEV,82.0,0.0,POINT (-122.86491 47.07503)
1G1RD6E44E,Thurston,Olympia,WA,98501.0,2014,CHEVROLET,VOLT,PHEV,38.0,0.0,POINT (-122.8733203 47.0133209)
KM8K33AG7K,Kitsap,Poulsbo,WA,98370.0,2019,HYUNDAI,KONA,BEV,258.0,0.0,POINT (-122.6368884 47.7469547)
3FMTK1SSXP,King,Sammamish,WA,98074.0,2023,FORD,MUSTANG MACH-E,BEV,0.0,0.0,POINT (-122.0430602 47.6259676)
WVGUNPE22M,King,Redmond,WA,98052.0,2021,VOLKSWAGEN,ID.4,BEV,0.0,0.0,POINT (-122.1207376 47.6705374)
YV1H60EP4R,King,Seattle,WA,98122.0,2024,VOLVO,V60,PHEV,41.0,0.0,POINT (-122.3128637 47.6104992)
3C3CFFGE2G,Clark,Vancouver,WA,98685.0,2016,FIAT,500,BEV,84.0,0.0,POINT (-122.688741 45.711311)
1G1RA6E44E,Clark,Vancouver,WA,98662.0,2014,CHEVROLET,VOLT,PHEV,38.0,0.0,POINT (-122.579351 45.671668)
WMEEJ9AA5E,King,Seattle,WA,98177.0,2014,SMART,FORTWO ELECTRIC DRIVE,BEV,58.0,0.0,POINT (-122.3691687 47.7403542)
2C4RC1L70N,King,Seattle,WA,98178.0,2022,CHRYSLER,PACIFICA,PHEV,32.0,0.0,POINT (-122.2453 47.499708)
WA1CAAGE0R,King,Seattle,WA,98177.0,2024,AUDI,Q8,BEV,0.0,0.0,POINT (-122.3691687 47.7403542)
5YJXCBE24J,King,Bellevue,WA,98006.0,2018,TESLA,MODEL X,BEV,238.0,0.0,POINT (-122.144149 47.560742)
50EA1TEA0P,King,Seattle,WA,98112.0,2023,LUCID,AIR,BEV,0.0,0.0,POINT (-122.300312 47.629782)
KNDCC3LG8L,King,Kirkland,WA,98033.0,2020,KIA,NIRO,BEV,239.0,0.0,POINT (-122.1925969 47.676241)
5YJ3E1EA1H,King,Seattle,WA,98119.0,2017,TESLA,MODEL 3,BEV,220.0,0.0,POINT (-122.36731 47.6377681)
WP0CD2Y10P,King,Bellevue,WA,98004.0,2023,PORSCHE,TAYCAN,BEV,0.0,0.0,POINT (-122.202397 47.619252)
5YJXCBE26H,Clark,Vancouver,WA,98686.0,2017,TESLA,MODEL X,BEV,200.0,0.0,POINT (-122.626623 45.711724)
WBAJB1C55K,King,Seattle,WA,98177.0,2019,BMW,530E,PHEV,15.0,55700.0,POINT (-122.3691687 47.7403542)
JTMEB3FV6M,King,Redmond,WA,98052.0,2021,TOYOTA,RAV4 PRIME,PHEV,42.0,0.0,POINT (-122.1207376 47.6705374)
KNAGV4LD0H,King,Seattle,WA,98146.0,2017,KIA,OPTIMA,PHEV,29.0,0.0,POINT (-122.3551826 47.5000521)
2C4RC1N72J,King,Bellevue,WA,98006.0,2018,CHRYSLER,PACIFICA,PHEV,33.0,0.0,POINT (-122.144149 47.560742)
3FA6P0SU6J,King,Seattle,WA,98109.0,2018,FORD,FUSION,PHEV,21.0,0.0,POINT (-122.3441532 47.6305366)
KNDCE3LG7K,Thurston,Olympia,WA,98506.0,2019,KIA,NIRO,BEV,239.0,0.0,POINT (-122.86491 47.07503)
1FMCU0E17R,King,Shoreline,WA,98177.0,2024,FORD,ESCAPE,PHEV,37.0,0.0,POINT (-122.3691687 47.7403542)
5LMYJ8XY6L,Kitsap,Port Orchard,WA,98366.0,2020,LINCOLN,AVIATOR,PHEV,21.0,0.0,POINT (-122.6064912 47.5236145)
1G1RD6E49C,Clark,Vancouver,WA,98685.0,2012,CHEVROLET,VOLT,PHEV,35.0,0.0,POINT (-122.688741 45.711311)
3FA6P0SU6K,King,Federal Way,WA,98003.0,2019,FORD,FUSION,PHEV,26.0,0.0,POINT (-122.318442 47.315173)
W1KCG4EBXN,King,Kirkland,WA,98033.0,2022,MERCEDES-BENZ,EQS-CLASS SEDAN,BEV,0.0,0.0,POINT (-122.1925969 47.676241)
WBA8E1C5XH,King,Seattle,WA,98119.0,2017,BMW,330E,PHEV,14.0,44100.0,POINT (-122.36731 47.6377681)
JA4J24A55J,King,Seattle,WA,98103.0,2018,MITSUBISHI,OUTLANDER,PHEV,22.0,0.0,POINT (-122.3499053 47.673887)
KM8KNDAFXN,King,Seattle,WA,98118.0,2022,HYUNDAI,IONIQ 5,BEV,0.0,0.0,POINT (-122.2753318 47.5411053)
1V2VMPE86P,King,Seattle,WA,98112.0,2023,VOLKSWAGEN,ID.4,BEV,0.0,0.0,POINT (-122.300312 47.629782)
3GNKDCRJ4R,King,Kirkland,WA,98033.0,2024,CHEVROLET,BLAZER EV,BEV,0.0,0.0,POINT (-122.1925969 47.676241)
2C4RC1N75P,King,Burien,WA,98166.0,2023,CHRYSLER,PACIFICA,PHEV,32.0,0.0,POINT (-122.3472273 47.4568458)
WAUSPBFF4G,King,Clyde Hill,WA,98004.0,2016,AUDI,A3,PHEV,16.0,0.0,POINT (-122.202397 47.619252)
YV4BC0PK0G,King,Seattle,WA,98102.0,2016,VOLVO,XC90,PHEV,13.0,0.0,POINT (-122.3212726 47.6296532)
WAUTPBFFXJ,King,Burien,WA,98146.0,2018,AUDI,A3,PHEV,16.0,0.0,POINT (-122.3551826 47.5000521)
WBA13AG07P,King,Bellevue,WA,98004.0,2023,BMW,530E,PHEV,21.0,0.0,POINT (-122.202397 47.619252)
1V25MPE80P,King,Seattle,WA,98103.0,2023,VOLKSWAGEN,ID.4,BEV,0.0,0.0,POINT (-122.3499053 47.673887)
WA1AAAGE9M,Kitsap,Port Orchard,WA,98367.0,2021,AUDI,E-TRON,BEV,222.0,0.0,POINT (-122.6530052 47.4739066)
50EA1TEA5P,King,Seattle,WA,98122.0,2023,LUCID,AIR,BEV,0.0,0.0,POINT (-122.3128637 47.6104992)
KNDCT3L18P,Clark,Vancouver,WA,98682.0,2023,KIA,NIRO,BEV,0.0,0.0,POINT (-122.5286031 45.6686601)
3FMTK3RM2P,Jefferson,Port Ludlow,WA,98365.0,2023,FORD,MUSTANG MACH-E,BEV,0.0,0.0,POINT (-122.6906277 47.909901)
1FT6W1EV2N,King,Bellevue,WA,98005.0,2022,FORD,F-150,BEV,0.0,0.0,POINT (-122.167394 47.614119)
WBY1Z2C53G,King,Seattle,WA,98109.0,2016,BMW,I3,BEV,81.0,0.0,POINT (-122.3441532 47.6305366)
KNDRMDLH4N,Snohomish,Lake Stevens,WA,98258.0,2022,KIA,SORENTO,PHEV,32.0,0.0,POINT (-122.0816912 48.0122934)
1G1RB6E45D,King,Auburn,WA,98002.0,2013,CHEVROLET,VOLT,PHEV,38.0,0.0,POINT (-122.2202561 47.3077398)
1FADP5CU8F,Kitsap,Bremerton,WA,98312.0,2015,FORD,C-MAX,PHEV,19.0,0.0,POINT (-122.6961203 47.5759584)
SADHD2S12L,King,Kirkland,WA,98034.0,2020,JAGUAR,I-PACE,BEV,234.0,0.0,POINT (-122.2026532 47.7210518)
5YJSA1E17G,King,Sammamish,WA,98074.0,2016,TESLA,MODEL S,BEV,210.0,0.0,POINT (-122.0430602 47.6259676)
KL8CK6S03G,King,North Bend,WA,98045.0,2016,CHEVROLET,SPARK,BEV,82.0,0.0,POINT (-121.7705205 47.4816922)
3FMTK1RM9M,Clark,Vancouver,WA,98686.0,2021,FORD,MUSTANG MACH-E,BEV,0.0,0.0,POINT (-122.626623 45.711724)
JTMFB3FV7M,King,Sammamish,WA,98074.0,2021,TOYOTA,RAV4 PRIME,PHEV,42.0,0.0,POINT (-122.0430602 47.6259676)
7SAXCBE6XN,King,Seattle,WA,98112.0,2022,TESLA,MODEL X,BEV,0.0,0.0,POINT (-122.300312 47.629782)
YV4BR0PK0J,King,Kirkland,WA,98033.0,2018,VOLVO,XC90,PHEV,19.0,64950.0,POINT (-122.1925969 47.676241)
WBA33AG05N,King,Beaux Arts,WA,98004.0,2022,BMW,530E,PHEV,18.0,0.0,POINT (-122.202397 47.619252)
JTJCJMGA2R,King,Kirkland,WA,98034.0,2024,LEXUS,RX,PHEV,37.0,0.0,POINT (-122.2026532 47.7210518)
7FCTGAAL6R,King,Kent,WA,98031.0,2024,RIVIAN,R1T,BEV,0.0,0.0,POINT (-122.201564 47.402358)
1N4AZ1BV4N,King,Seattle,WA,98108.0,2022,NISSAN,LEAF,BEV,0.0,0.0,POINT (-122.3173531 47.5484673)
1G1FW6S09L,Clark,Battle Ground,WA,98604.0,2020,CHEVROLET,BOLT EV,BEV,259.0,0.0,POINT (-122.5256203 45.7875036)
3FMTK1S54P,King,Kirkland,WA,98034.0,2023,FORD,MUSTANG MACH-E,BEV,0.0,0.0,POINT (-122.2026532 47.7210518)
1V2BMPE80R,King,Algona,WA,98001.0,2024,VOLKSWAGEN,ID.4,BEV,0.0,0.0,POINT (-122.2651204 47.3164638)
